Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Src IP,Prediction
55117,880,1,2,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,16.97056274847714,27272.727272727272,3409.090909090909,440.0,403.0508652763321,725.0,155.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,0.0,155.0,155.0,0,1,0,0,20,40,1136.3636363636365,2272.7272727272725,0.0,24.0,12.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,2.0,16.0,0.0,12.0,20,-1,1021,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32.249.10,0
55120,533,1,2,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,16.97056274847714,45028.14258911819,5628.517823639774,266.5,96.873629022557,335.0,198.0,0.0,0.0,0.0,0.0,0.0,198.0,198.0,0.0,198.0,198.0,0,1,0,0,20,40,1876.1726078799247,3752.3452157598495,0.0,24.0,12.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,2.0,16.0,0.0,12.0,20,-1,1023,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32.249.10,0
443,1295255,14,13,4464.0,4784.0,1440.0,0.0,318.8571428571429,492.7228675186734,1460.0,0.0,368.00000000000006,600.9145807295188,7139.906813716218,20.84531617326318,49817.5,88552.41623727723,212312.0,0.0,1086240.0,83556.92307692309,108033.3742472371,226743.0,0.0,1289913.0,107492.75,110227.43239826296,221160.0,0.0,0,0,0,0,280,284,10.808682460210536,10.03663371305264,0.0,1460.0,330.2857142857142,531.1996804678072,282173.1005291005,0,1,0,0,0,0,0,0,0.0,342.51851851851853,318.85714285714283,368.0,280,-1,16383,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.22.9,0
443,5091493,10,8,1051.0,1219.0,644.0,0.0,105.1,203.850953176852,655.0,0.0,152.375,224.10006534071843,445.8417206897859,3.5353087984212097,299499.5882352941,1199269.257343772,4952992.0,34.0,5064683.0,562742.5555555555,1646447.6876435452,4952992.0,37.0,86699.0,12385.57142857143,14296.390137107372,28322.0,532.0,0,0,0,0,200,184,1.9640604435673388,1.571248354853871,0.0,655.0,119.47368421052632,204.1979890044226,41696.818713450295,0,1,0,0,0,0,0,0,0.0,126.11111111111111,105.1,152.375,200,-1,134,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.22.9,0
443,236599,14,15,2387.0,6228.0,1412.0,0.0,170.50000000000009,379.9967105120779,1412.0,0.0,415.2,583.1284102641054,36411.81915392711,122.57025600277262,8449.964285714288,20915.96609979004,101419.0,0.0,205453.0,15804.076923076924,37560.12150198119,134522.0,0.0,234728.0,16766.285714285714,27848.37975794745,101419.0,0.0,0,0,0,0,280,324,59.17184772547644,63.39840827729618,0.0,1412.0,287.1666666666667,496.769500655595,246779.9367816092,0,1,0,0,0,0,0,0,1.0,297.0689655172414,170.5,415.2,280,-1,1087,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.22.9,0
443,2286025,7,10,1835.0,7542.0,1412.0,0.0,262.1428571428571,522.8111286023626,1412.0,0.0,754.2,673.4075536651882,4101.879900700998,7.436489102262661,142876.5625,531554.3598825329,2135400.0,0.0,2251849.0,375308.1666666667,862777.6501114101,2135400.0,0.0,107183.0,11909.222222222224,15214.331013700354,33984.0,0.0,0,0,0,0,140,224,3.062083747990508,4.374405354272153,0.0,1412.0,520.9444444444445,641.9456154555575,412094.1732026144,0,1,0,0,0,0,0,0,1.0,551.5882352941177,262.1428571428572,754.2,140,-1,1047,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.22.9,0
443,407984,8,9,1863.0,7529.0,1412.0,0.0,232.87500000000003,493.8916704530024,1412.0,0.0,836.5555555555555,656.3526321862188,23020.51060825915,41.6683007176752,25499.0,64373.24879689285,259659.0,0.0,372174.0,53167.71428571428,95000.0612029878,259659.0,0.0,106754.0,13344.25,17203.228116922044,37601.0,0.0,0,0,0,0,160,204,19.608612102435387,22.05968861523981,0.0,1412.0,521.7777777777778,641.0299208906899,410919.3594771242,0,1,0,0,0,0,0,0,1.0,552.4705882352941,232.875,836.5555555555555,160,-1,1047,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.22.9,0
443,2652580,8,10,1862.0,7526.0,1412.0,0.0,232.75000000000009,493.85010739234286,1412.0,0.0,752.6,672.8936188003436,3539.1958018231308,6.785846232724366,156034.11764705885,608453.7248865851,2516498.0,0.0,2629529.0,375647.0,944442.949146215,2516498.0,0.0,85513.0,9501.444444444443,12681.884374089594,30786.0,0.0,0,0,0,0,160,224,3.015931658988608,3.7699145737357593,0.0,1412.0,494.10526315789474,634.2570364639982,402281.9883040936,0,1,0,0,0,0,0,0,1.0,521.5555555555555,232.75,752.6,160,-1,1047,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.22.9,0
443,2522853,9,11,1841.0,10169.0,1412.0,0.0,204.5555555555556,467.52783636675343,1412.0,0.0,924.4545454545456,635.308958481834,4760.483468517587,7.927532836831951,132781.73684210528,540291.3318515033,2362991.0,0.0,2486819.0,310852.375,829701.1037813451,2362991.0,0.0,108566.0,10856.6,14887.5856053141,35869.0,0.0,0,0,0,0,180,244,3.567389776574378,4.360143060257573,0.0,1412.0,571.904761904762,659.3034889003625,434681.0904761904,0,1,0,0,0,0,0,0,1.0,600.5,204.5555555555556,924.4545454545456,180,-1,1047,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.22.9,0
443,2629880,9,11,1876.0,10581.0,1412.0,0.0,208.44444444444449,469.0786477529944,1412.0,0.0,961.9090909090908,633.86346393296,4736.718025157042,7.604909729721508,138414.73684210525,557675.776247159,2440125.0,0.0,2589079.0,323634.875,855899.4070043575,2440125.0,0.0,142865.0,14286.499999999998,20230.569938969973,47842.0,0.0,0,0,0,0,180,244,3.4222093783746788,4.1827003513468295,0.0,1412.0,593.1904761904761,669.2434249992763,447886.761904762,0,1,0,0,0,0,0,0,1.0,622.85,208.44444444444449,961.9090909090908,180,-1,1047,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.22.9,0
443,675045,7,7,1863.0,5042.0,1412.0,0.0,266.1428571428572,523.6927943528943,1412.0,0.0,720.2857142857142,690.407057294394,10228.947699782975,20.73935811686628,51926.53846153846,137567.88330651852,505969.0,0.0,637372.0,106228.66666666666,198614.41972089204,505969.0,0.0,126025.0,21004.166666666668,18500.99698304572,37559.0,363.0,0,0,0,0,140,164,10.36967905843314,10.36967905843314,0.0,1412.0,460.33333333333337,624.1794232277706,389599.9523809524,0,1,0,0,0,0,0,0,1.0,493.2142857142857,266.1428571428572,720.2857142857143,140,-1,1047,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.22.9,0
443,1336550,7,9,1793.0,4475.0,1392.0,0.0,256.1428571428572,515.7623576064946,1392.0,0.0,497.22222222222223,673.3828364641056,4689.686132206053,11.97111967378699,89103.33333333333,315576.62911988056,1228663.0,0.0,1301250.0,216875.0,495981.5615314747,1228663.0,0.0,107682.0,13460.25,18254.07605166583,37897.0,0.0,0,0,0,0,140,204,5.237364857281808,6.733754816505182,0.0,1392.0,368.7058823529412,591.4444991613628,349806.59558823536,0,1,0,0,0,0,0,0,1.0,391.75,256.1428571428572,497.22222222222223,140,-1,270,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.22.9,0
443,2897133,8,10,1822.0,4466.0,1392.0,0.0,227.75,487.0839616680945,1392.0,0.0,446.6,654.490336063108,2170.421585753916,6.213038890516935,170419.58823529413,673751.1773676224,2784382.0,0.0,2856991.0,408141.5714285714,1047952.0472752012,2784382.0,0.0,112558.0,12506.444444444443,18324.674711376945,39949.0,0.0,0,0,0,0,160,224,2.7613506180075267,3.451688272509408,0.0,1392.0,330.9473684210526,569.8173658369466,324691.8304093566,0,1,0,0,0,0,0,0,1.0,349.3333333333333,227.75,446.6,160,-1,278,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.22.9,0
443,2872447,8,8,1834.0,5412.0,1412.0,0.0,229.25,492.7879143926204,1412.0,0.0,676.5,686.3224981221083,2522.587884128062,5.570163696666988,191496.46666666667,703445.5636000219,2733727.0,0.0,2848975.0,406996.4285714286,1026397.1414819342,2733727.0,0.0,87824.0,12546.285714285714,12071.17085890022,26733.0,0.0,0,0,0,0,160,184,2.785081848333494,2.785081848333494,0.0,1412.0,426.2352941176471,611.8777992184964,374394.4411764706,0,1,0,0,0,0,0,0,1.0,452.875,229.25,676.5,160,-1,1047,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.22.9,0
